procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 27482260 7141116 17912468    0    0    63   779 2679    4  1  1 98  0  0  0
 0  0      0 27482224 7141116 17912536    0    0     0     0  739  782  0  0 100  0  0  0
 0  0      0 27504496 7141116 17891480    0    0     0     0 1303 2902  1  1 99  0  0  0
 0  0      0 27549308 7141116 17846296    0    0     0     4  575  675  0  0 100  0  0  0
 0  0      0 27505512 7141116 17891096    0    0     0     8 1143 2521  0  1 99  0  0  0
 0  0      0 27596392 7141116 17845976    0    0     0  2804 3266 9505  2  2 96  0  0  0
 0  0      0 27598372 7141116 17845976    0    0     0    36  628 1051  0  0 100  0  0  0
 0  0      0 27545176 7141116 17891288    0    0     0   140 1008 2394  0  1 99  0  0  0
 0  0      0 27598536 7141116 17845784    0    0     0   120  603  725  0  0 100  0  0  0
 0  0      0 27559892 7141116 17891096    0    0     0     4 1135 2881  1  1 99  0  0  0
 0  0      0 27569580 7141120 17891228    0    0     0  2464 3183 9138  1  2 96  0  0  0
 0  0      0 27612572 7141120 17846172    0    0     0     0  550  735  0  0 100  0  0  0
 0  0      0 27616960 7141120 17846172    0    0     0     4 1123 2424  0  1 99  0  0  0
 0  0      0 27613028 7141120 17846184    0    0     0   372  808 1084  0  0 99  0  0  0
 0  0      0 27553404 7141120 17891752    0    0     0     0 1182 2362  1  1 99  0  0  0
 0  0      0 27544452 7141120 17891752    0    0     0  2332 3355 9862  2  1 96  0  0  0
 0  0      0 27591720 7141120 17846120    0    0     0   116  622  776  0  0 100  0  0  0
 0  0      0 27601036 7141120 17846108    0    0     0    40 1025 2430  0  1 99  0  0  0
 0  0      0 27602532 7141120 17846108    0    0     0    84  794  970  0  0 99  0  0  0
 0  0      0 27556072 7141120 17891160    0    0     0   108 1038 2432  0  1 99  0  0  0
 1  0      0 27631116 7141120 17846100    0    0     0  2524 3049 9247  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 27584040 7141120 17897384    0    0     0     0  806 1627  1  0 99  0  0  0
 0  0      0 27579984 7141120 17891240    0    0     0   212 1212 2853  1  1 98  0  0  0
 0  0      0 27616584 7141120 17846120    0    0     0   220 1430 1508  1  1 98  0  0  0
 0  0      0 27580232 7141120 17891304    0    0     0     8 1365 2648  1  1 99  0  0  0
 1  0      0 27632984 7141120 17846248    0    0     0  1868 2630 7793  2  2 97  0  0  0
 0  0      0 27641820 7141120 17846252    0    0     0   836 1233 2498  0  0 99  0  0  0
 0  0      0 27615140 7141120 17891308    0    0     0     0 1128 2931  1  1 99  0  0  0
 2  0      0 27660744 7141120 17846060    0    0     0     0  607  654  0  0 100  0  0  0
 0  0      0 27589500 7141120 17891244    0    0     0     0 1048 2194  0  1 99  0  0  0
