container_id,name,pid,mem_current_bytes
f2a5d172407a,ae-echo-mr-rev2-2,2108061,16883712
226a97242ac1,ae-echo-mr-rev2-1,2107804,16887808
f760cf2b21fa,ae-echo-mr-rev2-0,2107627,16883712
a6ff7c1c6e04,ae-green-rev3-0,2107325,17395712
7c29bd249413,ae-echo-rev6687-0,2107133,17428480
892e4113fb4d,ae-echo-storage-rev1-0,2104125,16883712
8b9c4757d9cb,ae-echo-del-rev1-0,2104011,536576
d2cb29a564a7,ae-echo-stateful-rev1-0,2103883,520192
a5328404fee6,ae-blue-rev3-0,2103763,16887808
989b73aa39e9,music-agent-frontend,0,-1
20f0ac261436,music-agent-persona-api,0,-1
bd1312684d5b,music-agent-migrate,0,-1
055bc363833b,music-agent-postgres,0,-1
d33c2b4d88d9,elastic_keldysh,0,-1
eec2f115e13d,serene_hofstadter,0,-1
4551404b232e,elastic_dijkstra,0,-1
1e08457f2c1d,strange_hellman,0,-1
f567ad2b7e79,practical_ritchie,0,-1
bdc75af89acc,ir-engine_minio_s3,0,-1
85c8209f9750,ir-engine_minikube_db,0,-1
43edbd4b4353,ir-engine_test_db,0,-1
a043d3674518,ir-engine_db,0,-1
a9ace0bc9735,ir-engine_redis,0,-1
